step,epoch,layer,weight_delta_abs,weight_delta_rel,grad_cossim_train_vs_safety,grad_cossim_whole_model,cossim_intra_math,cossim_intra_safety,train_loss,math_val_loss,safety_val_loss
20,1,layer_0.attn_o,0.034954920411109924,0.0017148424034401472,0.11193113029003143,0.057467903941869736,0.02701083244755864,0.09670536033809185,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_0.mlp_down,0.09580419212579727,0.0029428834910606404,0.013789624907076359,0.057467903941869736,0.007786929374560714,0.06025405609980226,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_1.attn_o,0.03450216352939606,0.0014296252958286425,0.07396503537893295,0.057467903941869736,-0.017071929574012757,0.1038597971200943,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_1.mlp_down,0.12177407741546631,0.006478384595808173,0.016671957448124886,0.057467903941869736,0.007112510287333862,0.061778083257377145,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_2.attn_o,0.032730769366025925,0.0014382375151729917,0.014390326105058193,0.057467903941869736,0.004431040387134999,0.09661323092877865,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_2.mlp_down,0.11324624717235565,0.006148331306192811,0.0655258446931839,0.057467903941869736,0.011465757247060537,0.09220822490751743,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_3.attn_o,0.034215714782476425,0.0015201837376934355,0.019744081422686577,0.057467903941869736,0.0005163079651538283,0.10491088554263114,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_3.mlp_down,0.12006848305463791,0.005474934192015886,0.06479858607053757,0.057467903941869736,0.01599933237885125,0.07209316045045852,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_4.attn_o,0.03895184025168419,0.002118198571472242,0.023285560309886932,0.057467903941869736,0.003905606979969889,0.09108996614813805,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_4.mlp_down,0.1109425276517868,0.0035070465170339176,0.07822740823030472,0.057467903941869736,0.01122730866773054,0.10793935656547546,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_5.attn_o,0.034895699471235275,0.0013815949327242625,0.10104864835739136,0.057467903941869736,-0.0436470041051507,0.22624767906963825,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_5.mlp_down,0.1265256702899933,0.005103070927002282,0.05006955564022064,0.057467903941869736,0.008635699877049773,0.06301891170442105,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_6.attn_o,0.039916399866342545,0.002171102316906368,0.014277124777436256,0.057467903941869736,0.009599909954704344,0.09817930869758129,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_6.mlp_down,0.12728779017925262,0.00544800175496506,0.06889715790748596,0.057467903941869736,0.007604162907227874,0.10199597775936127,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_7.attn_o,0.033220600336790085,0.0010509515231097333,0.04245107248425484,0.057467903941869736,0.016359391226433217,0.17176372334361076,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_7.mlp_down,0.11835185438394547,0.0038706145749147084,0.07154767960309982,0.057467903941869736,0.02115991497412324,0.1316435758024454,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_8.attn_o,0.034205760806798935,0.0010903891693235443,0.029616516083478928,0.057467903941869736,0.031896413676440714,0.16118638254702092,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_8.mlp_down,0.11944498121738434,0.003872879472775307,0.04380464553833008,0.057467903941869736,0.01788180643925443,0.17653806880116463,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_9.attn_o,0.03379565104842186,0.001126495631692535,0.02747575007379055,0.057467903941869736,0.03266694447956979,0.26235597878694533,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_9.mlp_down,0.15011122822761536,0.007611369564140561,0.05332820117473602,0.057467903941869736,0.02803706955164671,0.23590380251407622,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_10.attn_o,0.04469447210431099,0.0024310385156863534,0.03346642851829529,0.057467903941869736,0.023996201017871498,0.2964306890964508,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_10.mlp_down,0.12242021411657333,0.0036556630866530176,0.10521658509969711,0.057467903941869736,0.0535760854894761,0.3347083851695061,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_11.attn_o,0.038366228342056274,0.0015981546633569862,0.07463084906339645,0.057467903941869736,0.022395743685774506,0.4803630828857422,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_11.mlp_down,0.1585557460784912,0.008852208290072185,0.06209971755743027,0.057467903941869736,0.025905572529882192,0.3248221278190613,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_12.attn_o,0.03691316395998001,0.0013300628634014885,0.018151327967643738,0.057467903941869736,0.02230971190147102,0.293175645172596,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_12.mlp_down,0.13055995106697083,0.004852123754397679,0.0225897878408432,0.057467903941869736,0.018071484891697763,0.2008068561553955,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_13.attn_o,0.03802403807640076,0.001974422728701056,0.016873152926564217,0.057467903941869736,0.024592328630387784,0.20509943962097169,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_13.mlp_down,0.13390475511550903,0.006370478099893784,0.01947292499244213,0.057467903941869736,0.021756238536909223,0.17272208407521247,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_14.attn_o,0.031168950721621513,0.001088709434385451,0.019561603665351868,0.057467903941869736,0.02413638890720904,0.23410587534308433,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_14.mlp_down,0.12993761897087097,0.005821961076160432,0.02137286402285099,0.057467903941869736,0.027144309565483127,0.22486476451158524,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_15.attn_o,0.04063750430941582,0.002210310091133941,0.04885200411081314,0.057467903941869736,0.04722215204965323,0.3519299790263176,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_15.mlp_down,0.12437665462493896,0.004886994616744415,0.012957941740751266,0.057467903941869736,0.014071576204150915,0.12836093716323377,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_16.attn_o,0.036108504980802536,0.001612990301772268,0.016262011602520943,0.057467903941869736,0.017134152201469986,0.1668612152338028,1.3793835282325744,1.2235919907689095,1.2785270661115646
20,1,layer_16.mlp_down,0.1117297038435936,0.003404091320289622,0.0224788635969162,0.057467903941869736,0.012865111039718612,0.11673003658652306,1.3793835282325744,1.2235919907689095,1.2785270661115646
