step,epoch,layer,weight_delta_abs,weight_delta_rel,grad_cossim_train_vs_safety,grad_cossim_whole_model,cossim_intra_math,cossim_intra_safety,train_loss,math_val_loss,safety_val_loss
20,1,layer_0.attn_o,0.03691723942756653,0.0018111111924666904,0.05699681118130684,-0.0073917624540627,0.020679008029401303,0.09370994381606579,1.2262127935886382,1.2093281298875809,1.292148768901825
20,1,layer_0.mlp_down,0.10247280448675156,0.0031477278594528543,-0.0032002257648855448,-0.0073917624540627,0.00459249303676188,0.06094934828579426,1.2262127935886382,1.2093281298875809,1.292148768901825
20,1,layer_1.attn_o,0.03618723526597023,0.0014994476180676475,0.3346676826477051,-0.0073917624540627,-0.027375020587351175,0.10721567841246724,1.2262127935886382,1.2093281298875809,1.292148768901825
20,1,layer_1.mlp_down,0.1295188069343567,0.006890404440086688,0.006758308038115501,-0.0073917624540627,0.006101978127480834,0.062122907303273675,1.2262127935886382,1.2093281298875809,1.292148768901825
20,1,layer_2.attn_o,0.03467852994799614,0.0015238249423500778,0.07325315475463867,-0.0073917624540627,0.0035481816448736936,0.09662703033536672,1.2262127935886382,1.2093281298875809,1.292148768901825
20,1,layer_2.mlp_down,0.12032593786716461,0.006532699751275214,0.0027313653845340014,-0.0073917624540627,0.010209804819896817,0.09151847548782825,1.2262127935886382,1.2093281298875809,1.292148768901825
20,1,layer_3.attn_o,0.03589014708995819,0.0015945777633592656,0.006414202973246574,-0.0073917624540627,0.0008000345434993506,0.10473504699766636,1.2262127935886382,1.2093281298875809,1.292148768901825
20,1,layer_3.mlp_down,0.12828293442726135,0.005849500269178387,-0.005309961270540953,-0.0073917624540627,0.013975221646251156,0.07241977136582137,1.2262127935886382,1.2093281298875809,1.292148768901825
20,1,layer_4.attn_o,0.041092418134212494,0.002234603059260222,0.04394451528787613,-0.0073917624540627,0.003529638549662195,0.08979334831237792,1.2262127935886382,1.2093281298875809,1.292148768901825
20,1,layer_4.mlp_down,0.11838163435459137,0.003742206953740393,-0.007908519357442856,-0.0073917624540627,0.009028916992247105,0.10935332886874675,1.2262127935886382,1.2093281298875809,1.292148768901825
20,1,layer_5.attn_o,0.035913966596126556,0.0014219102931046772,0.24277019500732422,-0.0073917624540627,-0.047235925868153575,0.23102370761334895,1.2262127935886382,1.2093281298875809,1.292148768901825
20,1,layer_5.mlp_down,0.13455846905708313,0.005427052153553728,-0.004202648065984249,-0.0073917624540627,0.007041880371980369,0.06433367170393467,1.2262127935886382,1.2093281298875809,1.292148768901825
20,1,layer_6.attn_o,0.041905179619789124,0.002279274505404889,6.67433996568434e-05,-0.0073917624540627,0.008336737228091806,0.09937027096748352,1.2262127935886382,1.2093281298875809,1.292148768901825
